imo,vessel_name,gross_tonnage,type,year_built,flag
9345996,NORTHERN DEXTERITY,36007,Container Ship,2008,Antigua and Barbuda (ATG)
9405033,NORTHERN DIAMOND,36007,Container Ship,2008,Liberia (LBR)
9353230,NORTHERN DIPLOMAT,36007,Container Ship,2009,Liberia (LBR)
9391799,NORTHERN DISCOVERY,36007,Container Ship,2008,Liberia (LBR)
9344708,NORTHERN GENERAL,41835,Container Ship,2008,Liberia (LBR)
9348455,NORTHERN GUARD,41835,Container Ship,2008,Liberia (LBR)
9348467,NORTHERN GUILD,41835,Container Ship,2009,Liberia (LBR)
9294991,NORTHERN JADE,94483,Container Ship,2005,Germany (DEU)
9466972,NORTHERN JAGUAR,94407,Container Ship,2009,Portugal (MAR) (PMD)
9450363,NORTHERN JAMBOREE,94419,Container Ship,2010,Portugal (MAR) (PMD)
9466960,NORTHERN JASPER,94407,Container Ship,2009,Portugal (MAR) (PMD)
9465095,NORTHERN JAVELIN,94407,Container Ship,2009,Portugal (MAR) (PMD)
9450337,NORTHERN JUBILEE,94419,Container Ship,2009,Portugal (MAR) (PMD)
9294989,NORTHERN JULIE,94483,Container Ship,2005,Germany (DEU)
9466984,NORTHERN JUPITER,94407,Container Ship,2010,Portugal (MAR) (PMD)
9450351,NORTHERN JUSTICE,94419,Container Ship,2010,Portugal (MAR) (PMD)
9450349,NORTHERN JUVENILE,94419,Container Ship,2009,Portugal (MAR) (PMD)
9467055,NORTHERN POWER,47855,Container Ship,2010,Liberia (LBR)
9450301,NORTHERN PRACTISE,47855,Container Ship,2009,Liberia (LBR)
9450296,NORTHERN PRECISION,47855,Container Ship,2009,Liberia (LBR)
9450325,NORTHERN PRELUDE,47855,Container Ship,2009,Liberia (LBR)
9450313,NORTHERN PRIORITY,47855,Container Ship,2009,Liberia (LBR)
9467043,NORTHERN PROMOTION,47855,Container Ship,2010,Portugal (MAR) (PMD)
9304693,NORTHERN VALENCE,27437,Container Ship,2005,Portugal (MAR) (PMD)
9304708,NORTHERN VIGOUR,27437,Container Ship,2005,Portugal (MAR) (PMD)
9304966,NORTHERN VIVACITY,27437,Container Ship,2005,Portugal (MAR) (PMD)
9304978,NORTHERN VOLITION,27437,Container Ship,2005,Portugal (MAR) (PMD)
9501514,NP AYUTTHAYA,355,Container Ship,2009,Thailand (THA)
9511686,NP BANGKOK,355,Container Ship,2009,Thailand (THA)
9511715,NP BLOOM,355,Container Ship,2009,Thailand (THA)
8791497,NP CHANTHABURI,1236,Container Ship,2009,Thailand (THA)
9511698,NP CHONBURI,355,Container Ship,2009,Thailand (THA)
8522482,NP CHUMPHON,1625,Container Ship,2006,Thailand (THA)
9501564,NP FORWARD,355,Container Ship,2009,Thailand (THA)
9501552,NP JENNELLE,355,Container Ship,2009,Thailand (THA)
9511727,NP JOY,355,Container Ship,2009,Thailand (THA)
9511703,NP MARINA,355,Container Ship,2009,Thailand (THA)
9501538,NP NONTHABURI,355,Container Ship,2009,Thailand (THA)
9501526,NP PATHUMTHANI,355,Container Ship,2009,Thailand (THA)
9501540,NP RAYONG,355,Container Ship,2009,Thailand (THA)
9511674,NP SAMUT PRAKAN,355,Container Ship,2009,Thailand (THA)
9400813,NSC KINGSTON,27104,Container Ship,2008,Panama (PAN)
9468308,NYK ALTAIR,105644,Container Ship,2010,Panama (PAN)
9355408,NYK CLARA,27051,Container Ship,2008,Singapore (SGP)
9337626,NYK CONSTELLATION,55534,Container Ship,2007,Marshall Islands (MHL)
9337614,NYK DAEDALUS,55487,Container Ship,2007,Panama (PAN)
9355410,NYK DANIELLA,27051,Container Ship,2008,Singapore (SGP)
9337652,NYK DELPHINUS,55487,Container Ship,2007,Liberia (LBR)
9337664,NYK DEMETER,55487,Container Ship,2007,Panama (PAN)
9337676,NYK DENEB,55487,Container Ship,2007,Liberia (LBR)
9337688,NYK DIANA,55487,Container Ship,2008,Panama (PAN)
9387437,NYK ISABEL,27003,Container Ship,2008,Singapore (SGP)
9387449,NYK JOANNA,27003,Container Ship,2009,Singapore (SGP)
9406752,NYK LAURA,27003,Container Ship,2009,Panama (PAN)
9406764,NYK MARIA,27003,Container Ship,2009,Liberia (LBR)
9337638,NYK METEOR,55534,Container Ship,2007,Panama (PAN)
9337640,NYK NEBULA,55534,Container Ship,2007,Panama (PAN)
9312975,NYK OCEANUS,98799,Container Ship,2007,Panama (PAN)
9312999,NYK ORION,98799,Container Ship,2008,Panama (PAN)
9313008,NYK ORPHEUS,99543,Container Ship,2008,Singapore (SGP)
9419632,NYK PAULA,27051,Container Ship,2009,Panama (PAN)
9416965,NYK REMUS,55487,Container Ship,2009,Panama (PAN)
9416977,NYK RIGEL,55487,Container Ship,2009,Panama (PAN)
9416989,NYK ROMULUS,55487,Container Ship,2010,Singapore (SGP)
9416991,NYK RUMINA,55487,Container Ship,2010,Singapore (SGP)
9419656,NYK SILVIA,27003,Container Ship,2009,Panama (PAN)
9356696,NYK THEMIS,76826,Container Ship,2008,Liberia (LBR)
9356701,NYK THESEUS,76789,Container Ship,2008,Panama (PAN)
9356713,NYK TRITON,76499,Container Ship,2008,Panama (PAN)
9312781,NYK VEGA,97825,Container Ship,2006,Panama (PAN)
9312793,NYK VENUS,97825,Container Ship,2007,Panama (PAN)
9312808,NYK VESTA,97825,Container Ship,2007,Panama (PAN)
9312810,NYK VIRGO,97825,Container Ship,2007,Singapore (SGP)
9315044,OCEANEX AVALON,14639,Container Ship,2005,Canada (CAN)
9470765,OCEANIA DRAGON,17280,Container Ship,2008,Panama (PAN)
9315824,ODYSSEUS,28592,Container Ship,2006,Liberia (LBR)
9330991,OEL,54309,Container Ship,2007,Togo (TGO)
9400136,OEL BADRINATH,50963,Container Ship,2009,Panama (PAN)
9351804,OEL COLOMBO,9990,Container Ship,2008,Panama (PAN)
9318254,OEL FORTUNE,10308,Container Ship,2005,Panama (PAN)
9351816,OEL INDIA,9990,Container Ship,2008,Panama (PAN)
9322865,OEL PROGRESS,10308,Container Ship,2006,Panama (PAN)
9345910,OEL SINGAPORE,9990,Container Ship,2007,Singapore (SGP)
9334818,OKEE ALICIA,18327,Container Ship,2007,Liberia (LBR)
9401685,OKEE ORTOLAN DELTA,18326,Container Ship,2009,Liberia (LBR)
9339662,ONE COMPETENCE,87035,Container Ship,2008,Japan (JPN)
9388352,ONE CONTINUITY,88089,Container Ship,2008,Panama (PAN)
9388340,ONE COSMOS,88089,Container Ship,2008,Panama (PAN)
9395159,ONE HAMBURG,98747,Container Ship,2009,Panama (PAN)
9395147,ONE HAMMERSMITH,98747,Container Ship,2009,Panama (PAN)
9302138,ONE HANNOVER,98747,Container Ship,2006,Panama (PAN)
9302152,ONE HARBOUR,98747,Container Ship,2007,Panama (PAN)
9395161,ONE HONG KONG,98747,Container Ship,2009,Panama (PAN)
9302140,ONE HUMBER,98747,Container Ship,2006,Panama (PAN)
9424900,ONE MAGNIFICENCE,78316,Container Ship,2010,Marshall Islands (MHL)
9475612,ONE MARVEL,78316,Container Ship,2010,Marshall Islands (MHL)
9424924,ONE MATRIX,78316,Container Ship,2010,Marshall Islands (MHL)
9424936,ONE MAXIM,78316,Container Ship,2010,Marshall Islands (MHL)
9312987,ONE OLYMPUS,98799,Container Ship,2008,Singapore (SGP)
9307011,OOCL ANTWERP,66462,Container Ship,2006,Panama (PAN)
9300790,OOCL ASIA,89010,Container Ship,2006,"Hong Kong, China (HKG)"
9285005,OOCL ATLANTA,89010,Container Ship,2005,"Hong Kong, China (HKG)"
9332200,OOCL AUSTRALIA,41479,Container Ship,2006,"Hong Kong, China (HKG)"
9445502,OOCL BRISBANE,40168,Container Ship,2009,"Hong Kong, China (HKG)"
9329540,OOCL BUSAN,40168,Container Ship,2008,"Hong Kong, China (HKG)"
9461790,OOCL CHARLESTON,40168,Container Ship,2010,"Hong Kong, China (HKG)"
9445526,OOCL DALIAN,40168,Container Ship,2009,"Hong Kong, China (HKG)"
9307023,OOCL DUBAI,66462,Container Ship,2006,Singapore (SGP)
9300805,OOCL EUROPE,89010,Container Ship,2006,"Hong Kong, China (HKG)"
9404869,OOCL GUANGZHOU,40168,Container Ship,2010,"Hong Kong, China (HKG)"
9355757,OOCL HOUSTON,40168,Container Ship,2007,"Hong Kong, China (HKG)"
9367205,OOCL ITALY,66462,Container Ship,2007,Singapore (SGP)
9404883,OOCL JAKARTA,40284,Container Ship,2010,"Hong Kong, China (HKG)"
9307009,OOCL KAOHSIUNG,66462,Container Ship,2006,Singapore (SGP)
9329526,OOCL KOBE,40168,Container Ship,2007,"Hong Kong, China (HKG)"
9367176,OOCL KUALA LUMPUR,66462,Container Ship,2007,Singapore (SGP)
9404857,OOCL LE HAVRE,40168,Container Ship,2010,"Hong Kong, China (HKG)"
9417268,OOCL LONDON,90021,Container Ship,2010,"Hong Kong, China (HKG)"
9417270,OOCL LUXEMBOURG,90021,Container Ship,2010,"Hong Kong, China (HKG)"
9445538,OOCL NAGOYA,40168,Container Ship,2009,"Hong Kong, China (HKG)"
9445514,OOCL NEW ZEALAND,40168,Container Ship,2009,"Hong Kong, China (HKG)"
9440045,OOCL NORFOLK,40168,Container Ship,2009,"Hong Kong, China (HKG)"
9367190,OOCL OAKLAND,66462,Container Ship,2007,Panama (PAN)
9355769,OOCL PANAMA,40168,Container Ship,2008,"Hong Kong, China (HKG)"
9462794,OOCL RAUMA,17488,Container Ship,2009,Netherlands (NLD)
9404871,OOCL SAVANNAH,40284,Container Ship,2010,"Hong Kong, China (HKG)"
9417244,OOCL SEOUL,89010,Container Ship,2010,"Hong Kong, China (HKG)"
9310240,OOCL SOUTHAMPTON,89010,Container Ship,2007,"Hong Kong, China (HKG)"
9290414,OOCL ST. LAWRENCE,54809,Container Ship,2005,Malta (MLT)
9329552,OOCL TEXAS,40168,Container Ship,2008,"Hong Kong, China (HKG)"
9310238,OOCL TOKYO,89010,Container Ship,2007,"Hong Kong, China (HKG)"
9306990,OOCL VANCOUVER,66462,Container Ship,2006,Panama (PAN)
9417256,OOCL WASHINGTON,89010,Container Ship,2010,"Hong Kong, China (HKG)"
9329538,OOCL YOKOHAMA,40168,Container Ship,2007,"Hong Kong, China (HKG)"
9332195,OOCL ZHOUSHAN,41479,Container Ship,2006,"Hong Kong, China (HKG)"
9406829,OPS HAMBURG,9957,Container Ship,2007,Liberia (LBR)
9295402,OPUS,41359,Container Ship,2005,Comoros (COM)
9318113,ORCA I,54309,Container Ship,2006,Panama (PAN)
9344564,OREGON TRADER,27059,Container Ship,2006,Malta (MLT)
9412804,ORIENTAL BRIGHT,13596,Container Ship,2007,Panama (PAN)
9412476,ORINOCO,9994,Container Ship,2010,Singapore (SGP)
9428217,ORION,7545,Container Ship,2008,Antigua and Barbuda (ATG)
9318931,ORITA,6734,Container Ship,2005,Panama (PAN)
9333046,ORTOLAN GAMMA,35573,Container Ship,2007,Liberia (LBR)
9320697,OSAKA EXPRESS,93750,Container Ship,2007,Germany (DEU)
9329576,OSAKA VOYAGER,7464,Container Ship,2005,Korea (Republic of) (KOR)
9361275,OSG BEAUTEC,7464,Container Ship,2005,"Hong Kong, China (HKG)"
9358008,OSG BOSSTEC,7464,Container Ship,2005,"Hong Kong, China (HKG)"
9416018,OSHAIRIJ,9955,Container Ship,2010,Qatar (QAT)
9338319,OTANA BHUM,9924,Container Ship,2008,Singapore (SGP)
9418884,OYSTER,7393,Container Ship,2008,Panama (PAN)
9437220,PAAVA,9946,Container Ship,2008,Portugal (MAR) (PMD)
9324174,PACAO,14308,Container Ship,2005,Portugal (MAR) (PMD)
9330276,PACAYA,9957,Container Ship,2007,Antigua and Barbuda (ATG)
9344253,PACHUCA,6901,Container Ship,2005,Portugal (MAR) (PMD)
9378931,PACIFIC BEIJING,9940,Container Ship,2008,Liberia (LBR)
9414125,PACIFIC BUSAN,7170,Container Ship,2007,Liberia (LBR)
9378943,PACIFIC CARRIER,9940,Container Ship,2009,Liberia (LBR)
9339090,PACIFIC DALIAN,7545,Container Ship,2008,Liberia (LBR)
9339064,PACIFIC NINGBO,7545,Container Ship,2006,Liberia (LBR)
9498688,PACIFIC QINGDAO,7464,Container Ship,2009,Liberia (LBR)
9330862,PACIFIC SHENZHEN,9940,Container Ship,2008,Liberia (LBR)
9433937,PACIFIC SINGAPORE,7464,Container Ship,2008,Liberia (LBR)
9498690,PACIFIC TIANJIN,7464,Container Ship,2009,Liberia (LBR)
9406922,PACIFIC TRADER,9957,Container Ship,2008,Cyprus (CYP)
9275115,PACON,14308,Container Ship,2005,Portugal (MAR) (PMD)
9404821,PACORA,7464,Container Ship,2008,Jamaica (JAM)
9379571,PADIAN 2,12559,Container Ship,2006,Panama (PAN)
9306196,PALENA,73934,Container Ship,2006,Liberia (LBR)
9338321,PANJA BHUM,9924,Container Ship,2008,Singapore (SGP)
9440576,PANTONIO,7545,Container Ship,2007,Portugal (MAR) (PMD)
9437244,PAOLA,9946,Container Ship,2008,Portugal (MAR) (PMD)
9368998,PARADERO,8246,Container Ship,2007,Jamaica (JAM)
9307047,PARADISE STAR,71902,Container Ship,2005,Marshall Islands (MHL)
9307035,PARTNER STAR,71837,Container Ship,2005,Marshall Islands (MHL)
9093426,PASIFIC STAR,2996,Container Ship,2005,Indonesia (IDN)
9300166,PAUL,21971,Container Ship,2006,Comoros (COM)
9355458,PAVO J,8246,Container Ship,2007,Antigua and Barbuda (ATG)
9444986,PEARL RIVER BRIDGE,17211,Container Ship,2008,Panama (PAN)
9387592,PEGASUS,11550,Container Ship,2009,Antigua and Barbuda (ATG)
9355434,PEGASUS J,8273,Container Ship,2006,Antigua and Barbuda (ATG)
9365166,PEGASUS UNIX,9522,Container Ship,2007,Korea (Republic of) (KOR)
9301316,PEGASUS YOTTA,9522,Container Ship,2005,Korea (Republic of) (KOR)
9301304,PEGASUS ZETTA,9522,Container Ship,2005,Korea (Republic of) (KOR)
9470753,PENANG BRIDGE,17211,Container Ship,2009,Panama (PAN)
9440588,PENGALIA,7545,Container Ship,2008,Portugal (MAR) (PMD)
9430868,PERITO MORENO,18326,Container Ship,2009,Liberia (LBR)
9371414,PERSEUS,10965,Container Ship,2008,Portugal (MAR) (PMD)
9412529,PERSEUS,11550,Container Ship,2010,Antigua and Barbuda (ATG)
9341988,PERSEY,7545,Container Ship,2007,Russia (RUS)
9386988,PETKUM,15633,Container Ship,2008,Antigua and Barbuda (ATG)
9412517,PHILEMON,11550,Container Ship,2010,Antigua and Barbuda (ATG)
9293765,PHOEBE,90449,Container Ship,2005,Liberia (LBR)
9532745,PHOENIX,2998,Container Ship,2008,Indonesia (IDN)
9504047,PHOENIX J,10585,Container Ship,2010,Antigua and Barbuda (ATG)
9358527,PHUC THAI,7464,Container Ship,2006,Vietnam (VNM)
9371426,PICTOR J,10965,Container Ship,2009,Cyprus (CYP)
9357872,PIRAEUS TRADER,18480,Container Ship,2006,Liberia (LBR)
9440590,PLUTO,7545,Container Ship,2008,Antigua and Barbuda (ATG)
9376892,POCAHONTAS,16162,Container Ship,2007,Liberia (LBR)
9294824,POHORJE,42382,Container Ship,2006,Liberia (LBR)
9441740,POLARIS 3,20613,Container Ship,2008,Panama (PAN)
9429194,POLLUX,11550,Container Ship,2009,Antigua and Barbuda (ATG)
9477347,POLYNESIA,16137,Container Ship,2010,Liberia (LBR)
9339583,POMERENIA SKY,26435,Container Ship,2007,Liberia (LBR)
9349875,PONA,27968,Container Ship,2007,Germany (DEU)
9334521,PONTRESINA,28270,Container Ship,2008,Liberia (LBR)
9363429,PORT ADELAIDE,27104,Container Ship,2007,Panama (PAN)
9481520,PORTO,28561,Container Ship,2010,Liberia (LBR)
9415985,POS SHANGHAI,9956,Container Ship,2009,Korea (Republic of) (KOR)
9349887,POSEN,27968,Container Ship,2007,Germany (DEU)
9450399,PRAGUE EXPRESS,93750,Container Ship,2010,Germany (DEU)
9295220,PRESIDENT EISENHOWER,82794,Container Ship,2005,United States of America (USA)
9400069,PRESIDENT FD ROOSEVELT,75752,Container Ship,2010,United States of America (USA)
9295218,PRESIDENT KENNEDY,82794,Container Ship,2005,United States of America (USA)
9441764,PRIDE PACIFIC,12545,Container Ship,2009,Vietnam (VNM)
9383510,PROGRESS,9858,Container Ship,2008,Vietnam (VNM)
9319557,PROS HOPE,9910,Container Ship,2005,"Hong Kong, China (HKG)"
9360257,PROTOSTAR N,28007,Container Ship,2007,Cyprus (CYP)
9548976,PULAU HOKI,6285,Container Ship,2008,Indonesia (IDN)
9307229,PUSAN C,108069,Container Ship,2006,Cyprus (CYP)
9444950,PUTNAM,17515,Container Ship,2008,Liberia (LBR)
8744133,PYIPHYOTUN - 15,969,Container Ship,2006,Myanmar union of (MMR)
9532044,QI MEN,6650,Container Ship,2009,China Peoples's Republic (CHN)
9294836,QUEBEC EXPRESS,42382,Container Ship,2006,Bermuda (BMU)
9430090,QUEEN B II,7242,Container Ship,2009,Cyprus (CYP)
9515618,QUEZON BRIDGE,17211,Container Ship,2009,Panama (PAN)
9236561,RACHA BHUM,32190,Container Ship,2008,Singapore (SGP)
9322542,RANGER,7852,Container Ship,2005,Cyprus (CYP)
9515591,RAQUEL S,17280,Container Ship,2009,Portugal (MAR) (PMD)
9306158,RDO CONCEPTION,73934,Container Ship,2006,Liberia (LBR)
9415844,RDO CONCERT,75604,Container Ship,2009,Liberia (LBR)
9401283,RDO CONCORD,75604,Container Ship,2009,Liberia (LBR)
9302102,RDO ENDEAVOUR,68570,Container Ship,2006,Liberia (LBR)
9428205,REBECCA S,7584,Container Ship,2007,Portugal (MAR) (PMD)
9430064,REGULA,7219,Container Ship,2008,Cyprus (CYP)
9326744,REN JIAN 10,41899,Container Ship,2006,China Peoples's Republic (CHN)
9459278,REN JIAN 15,42112,Container Ship,2010,China Peoples's Republic (CHN)
9450911,REN JIAN 16,42112,Container Ship,2009,China Peoples's Republic (CHN)
9450923,REN JIAN 17,42112,Container Ship,2009,China Peoples's Republic (CHN)
9464699,REN JIAN 20,42110,Container Ship,2010,China Peoples's Republic (CHN)
9389411,REN JIAN 23,40487,Container Ship,2009,China Peoples's Republic (CHN)
9450935,REN JIAN 25,42112,Container Ship,2009,China Peoples's Republic (CHN)
9450947,REN JIAN 26,42112,Container Ship,2010,China Peoples's Republic (CHN)
9484510,REN JIAN 27,42112,Container Ship,2010,China Peoples's Republic (CHN)
9326756,REN JIAN 8,41899,Container Ship,2006,China Peoples's Republic (CHN)
9301110,RENOWN,9443,Container Ship,2005,Bahamas (BHS)
9373486,RHL AGILITAS,18480,Container Ship,2007,Liberia (LBR)
9373498,RHL AQUA,18480,Container Ship,2007,Liberia (LBR)
9334844,RHL ASTRUM,18480,Container Ship,2006,Liberia (LBR)
9357846,RHL AUDACIA,18480,Container Ship,2007,Liberia (LBR)
9334832,RHL AURORA,18480,Container Ship,2006,Liberia (LBR)
9290804,RIBOR,42382,Container Ship,2005,Comoros (COM)
9355812,RIJNBORG,16506,Container Ship,2007,Netherlands (NLD)
9348089,RIO BLANCO,73899,Container Ship,2009,Singapore (SGP)
9348091,RIO BRAVO,73899,Container Ship,2009,Singapore (SGP)
9360764,RIO CADIZ,40807,Container Ship,2008,Liberia (LBR)
9401178,RIO CENTAURUS,36519,Container Ship,2010,Marshall Islands (MHL)
9362449,RIO CHARLESTON,40807,Container Ship,2008,Liberia (LBR)
9357963,RIO DE JANEIRO,73899,Container Ship,2008,Singapore (SGP)
9357951,RIO DE LA PLATA,73899,Container Ship,2008,Singapore (SGP)
9363376,RIO GRANDE,40030,Container Ship,2008,Malta (MLT)
9301823,RIO GRANDE EXPRESS,39941,Container Ship,2006,United States of America (USA)
9348106,RIO MADEIRA,73899,Container Ship,2009,Singapore (SGP)
9357975,RIO NEGRO,73899,Container Ship,2008,Singapore (SGP)
9301988,RITA,32903,Container Ship,2007,Portugal (MAR) (PMD)
9399741,ROBIN 4,32984,Container Ship,2007,Liberia (LBR)
9447861,ROME EXPRESS,141328,Container Ship,2010,Denmark (DIS) (DIS)
9484534,ROSA,42112,Container Ship,2010,Liberia (LBR)
9306483,ROSSINI,25406,Container Ship,2005,Liberia (LBR)
9332858,ROTTERDAM STAR,71786,Container Ship,2008,Marshall Islands (MHL)
9430052,RUN CHANG,7170,Container Ship,2008,"Hong Kong, China (HKG)"
9319583,RUN XING,6701,Container Ship,2005,Panama (PAN)
9390812,RUNA,6743,Container Ship,2006,Cyprus (CYP)
9376036,RUTH,9981,Container Ship,2008,Cyprus (CYP)
9426790,S AENEAS,54182,Container Ship,2010,Palau (Republic of) (PLW)
9302566,S SANTIAGO,54214,Container Ship,2006,Marshall Islands (MHL)
9348998,SAFEEN ORYX,18017,Container Ship,2007,Singapore (SGP)
9355355,SAFMARINE BAYETE,35835,Container Ship,2009,"Hong Kong, China (HKG)"
9355367,SAFMARINE BENGUELA,35835,Container Ship,2009,"Hong Kong, China (HKG)"
9314210,SAFMARINE MAFADI,50442,Container Ship,2007,United States of America (USA)
9318319,SAFMARINE MAKUTU,50686,Container Ship,2007,"Hong Kong, China (HKG)"
9311696,SAFMARINE MERU,50686,Container Ship,2006,"Hong Kong, China (HKG)"
9311701,SAFMARINE MULANJE,50686,Container Ship,2007,"Hong Kong, China (HKG)"
9356103,SAFMARINE NAKURU,25904,Container Ship,2008,"Hong Kong, China (HKG)"
9356074,SAFMARINE NGAMI,25904,Container Ship,2008,United States of America (USA)
9356098,SAFMARINE NILE,25904,Container Ship,2008,"Hong Kong, China (HKG)"
9294393,SAFMARINE NOKWANDA,50624,Container Ship,2005,"Hong Kong, China (HKG)"
9356115,SAFMARINE NUBA,25904,Container Ship,2008,"Hong Kong, China (HKG)"
9356086,SAFMARINE NYASSA,25904,Container Ship,2008,"Hong Kong, China (HKG)"
9403463,SAG GOOD TIMING,9957,Container Ship,2009,Liberia (LBR)
9322009,SAGAMORE,16803,Container Ship,2008,United States of America (USA)
9401166,SAGITTA,36519,Container Ship,2010,Marshall Islands (MHL)
9373204,SALLY FORTUNE,5015,Container Ship,2009,Indonesia (IDN)
9323479,SAMSKIP EXPRESS,7852,Container Ship,2006,Portugal (MAR) (PMD)
9069944,SAMUDERA MAS,2993,Container Ship,2005,Indonesia (IDN)
9347279,SAN ADRIANO,22914,Container Ship,2008,Liberia (LBR)
9344643,SAN ALBERTO,22914,Container Ship,2007,Liberia (LBR)
9347293,SAN ALESSIO,22914,Container Ship,2008,Liberia (LBR)
9344667,SAN ALFONSO,22914,Container Ship,2007,Liberia (LBR)
9344681,SAN ALVARO,22914,Container Ship,2007,Liberia (LBR)
9344693,SAN AMERIGO,22914,Container Ship,2008,Liberia (LBR)
9347255,SAN ANDRES,22914,Container Ship,2008,Liberia (LBR)
9347267,SAN ANTONIO,22914,Container Ship,2008,Liberia (LBR)
9560376,SAN DIEGO BRIDGE,71787,Container Ship,2010,Panama (PAN)
9560364,SAN FRANCISCO BRIDGE,71787,Container Ship,2010,Panama (PAN)
9344679,SAN PALLISER,22914,Container Ship,2007,Liberia (LBR)
9344655,SAN PASLEY,22914,Container Ship,2007,Liberia (LBR)
9344631,SAN PORTLAND,22914,Container Ship,2007,Liberia (LBR)
9444716,SANTA CLARA,85676,Container Ship,2010,Denmark (DIS) (DIS)
9444728,SANTA ISABEL,85676,Container Ship,2010,Denmark (DIS) (DIS)
9290555,SANTA LINEA,107849,Container Ship,2005,Germany (DEU)
9290567,SANTA LORETTA,107849,Container Ship,2005,Germany (DEU)
9295361,SANTA VANESSA,65483,Container Ship,2005,Liberia (LBR)
9295373,SANTA VIOLA,65483,Container Ship,2005,Liberia (LBR)
9354428,SARA BORCHARD,9962,Container Ship,2007,Portugal (MAR) (PMD)
9315927,SASKIA A,28927,Container Ship,2007,Turkey (TUR)
9330513,SATIE,28616,Container Ship,2006,Malta (MLT)
9240330,SATTHA BHUM,32190,Container Ship,2009,Singapore (SGP)
9396634,SATURN,16162,Container Ship,2008,United Kingdom (GBR)
9302578,SC MARA,54214,Container Ship,2006,Marshall Islands (MHL)
9313228,SCA MUNKSUND,16324,Container Ship,2005,Cyprus (CYP)
9313216,SCA TUNADAL,16324,Container Ship,2005,Cyprus (CYP)
9456965,SCHUBERT,41331,Container Ship,2010,Portugal (MAR) (PMD)
9418298,SCI CHENNAI,43679,Container Ship,2008,India (IND)
9419539,SCI MUMBAI,43679,Container Ship,2008,India (IND)
9395563,SEABOARD ATLANTIC,8273,Container Ship,2009,Liberia (LBR)
9383285,SEABOARD OCEAN,9948,Container Ship,2008,Liberia (LBR)
9395551,SEABOARD PATRIOT,8273,Container Ship,2009,Liberia (LBR)
9383297,SEABOARD RANGER,9948,Container Ship,2009,Liberia (LBR)
9436070,SEABOXER III,18485,Container Ship,2010,Malta (MLT)
9313905,SEAGO ANTWERP,48788,Container Ship,2006,Denmark (DIS) (DIS)
9313967,SEAGO BREMERHAVEN,48788,Container Ship,2007,Denmark (DIS) (DIS)
9313917,SEAGO FELIXSTOWE,48788,Container Ship,2006,Denmark (DIS) (DIS)
9313943,SEAGO ISTANBUL,48788,Container Ship,2007,Denmark (DIS) (DIS)
9313955,SEAGO PIRAEUS,48788,Container Ship,2007,Denmark (DIS) (DIS)
9376012,SEALAND BALBOA,26435,Container Ship,2009,Portugal (MAR) (PMD)
9383259,SEALAND GUAYAQUIL,26435,Container Ship,2009,Liberia (LBR)
9383235,SEALAND LOS ANGELES,26435,Container Ship,2008,Liberia (LBR)
9383261,SEALAND MANZANILLO,26435,Container Ship,2008,Liberia (LBR)
9383247,SEALAND PHILADELPHIA,26435,Container Ship,2008,Liberia (LBR)
9302633,SEAMAX FAIRFIELD,90389,Container Ship,2006,Marshall Islands (MHL)
9293777,SEAMAX NEW HAVEN,90449,Container Ship,2005,Marshall Islands (MHL)
9290464,SEAMAX NORWALK,82794,Container Ship,2005,Marshall Islands (MHL)
9305491,SEAMAX STRATFORD,91649,Container Ship,2006,Marshall Islands (MHL)
9302645,SEAMAX WESTPORT,90389,Container Ship,2007,Marshall Islands (MHL)
9400112,SEAMELODY,50963,Container Ship,2009,Malta (MLT)
9468293,SEASPAN ADONIS,105644,Container Ship,2010,"Hong Kong, China (HKG)"
9435038,SEASPAN CALICANTO,26404,Container Ship,2010,"Hong Kong, China (HKG)"
9301782,SEASPAN DUBAI,39941,Container Ship,2006,"Hong Kong, China (HKG)"
9407134,SEASPAN EMERALD,54940,Container Ship,2009,"Hong Kong, China (HKG)"
9407146,SEASPAN EMINENCE,54940,Container Ship,2009,"Hong Kong, China (HKG)"
9351608,SEASPAN FRASER,41225,Container Ship,2010,"Hong Kong, China (HKG)"
9402641,SEASPAN GUAYAQUIL,26404,Container Ship,2010,"Hong Kong, China (HKG)"
9320013,SEASPAN HANNOVER,25406,Container Ship,2006,"Hong Kong, China (HKG)"
